2025-06-01T18:19:07.374013
[INFO] Getting and transforming the data...
[INFO] Training set size = 60000, Test set size = 10000
[INFO] Using device: cuda
[INFO] Data directory: /home/admin/.cache/ml/datasets/neuronal-decay, Results directory: ./out/results, Logs directory: ./out/logs
[INFO] Hyperparameters: batch_size=512, rotations=(0, 80, 160), learning_rate=0.001, n_batches_per_task=500, test_size=2000, n_neurons=2048, decay_lambda=1e-05
[INFO] Domain variables: n_tasks=3, n_classes=10, img_n_channels=1, img_size=28
~~~~~~~~~~~~~~~~~~~ Running experiment 1~~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.300141 | Test accuracy (task 1): 17.97% | Batch: 0
Training loss: 0.130219 | Test accuracy (task 1): 97.41% | Batch: 400
Training loss: 0.111383 | Test accuracy (task 1): 97.41% | Batch: 425
Training loss: 0.104967 | Test accuracy (task 1): 97.22% | Batch: 450
Training loss: 0.122506 | Test accuracy (task 1): 97.36% | Batch: 475
==================== Training on task 2 ====================
Training loss: 1.978036 | Test accuracy (task 1): 97.75% | Batch: 0
Training loss: 0.393475 | Test accuracy (task 1): 96.00% | Batch: 25
Training loss: 0.284519 | Test accuracy (task 1): 96.68% | Batch: 50
Training loss: 0.258631 | Test accuracy (task 1): 96.97% | Batch: 75
Training loss: 0.241026 | Test accuracy (task 1): 96.78% | Batch: 100
Training loss: 0.243208 | Test accuracy (task 1): 96.58% | Batch: 125
Training loss: 0.214921 | Test accuracy (task 1): 96.78% | Batch: 150
Training loss: 0.213386 | Test accuracy (task 1): 97.07% | Batch: 175
Training loss: 0.172586 | Test accuracy (task 1): 96.58% | Batch: 200
Training loss: 0.199698 | Test accuracy (task 1): 97.12% | Batch: 225
Training loss: 0.176516 | Test accuracy (task 1): 96.24% | Batch: 250
Training loss: 0.171127 | Test accuracy (task 1): 96.63% | Batch: 275
Training loss: 0.149382 | Test accuracy (task 1): 95.41% | Batch: 300
Training loss: 0.158371 | Test accuracy (task 1): 96.63% | Batch: 325
Training loss: 0.144049 | Test accuracy (task 1): 96.83% | Batch: 350
Training loss: 0.148546 | Test accuracy (task 1): 96.92% | Batch: 375
Training loss: 0.132278 | Test accuracy (task 1): 97.07% | Batch: 400
Training loss: 0.148860 | Test accuracy (task 1): 96.78% | Batch: 425
Training loss: 0.141055 | Test accuracy (task 1): 96.68% | Batch: 450
Training loss: 0.139652 | Test accuracy (task 1): 96.00% | Batch: 475
==================== Training on task 3 ====================
Training loss: 1.172547 | Test accuracy (task 1): 97.40% | Batch: 0
Training loss: 0.358354 | Test accuracy (task 1): 95.08% | Batch: 25
Training loss: 0.300467 | Test accuracy (task 1): 96.26% | Batch: 50
Training loss: 0.261093 | Test accuracy (task 1): 96.13% | Batch: 75
Training loss: 0.239448 | Test accuracy (task 1): 95.96% | Batch: 100
Training loss: 0.223531 | Test accuracy (task 1): 95.90% | Batch: 125
Training loss: 0.205196 | Test accuracy (task 1): 96.22% | Batch: 150
Training loss: 0.203880 | Test accuracy (task 1): 96.19% | Batch: 175
Training loss: 0.196463 | Test accuracy (task 1): 95.70% | Batch: 200
Training loss: 0.187404 | Test accuracy (task 1): 97.10% | Batch: 225
Training loss: 0.168226 | Test accuracy (task 1): 96.78% | Batch: 250
Training loss: 0.175131 | Test accuracy (task 1): 96.09% | Batch: 275
Training loss: 0.151611 | Test accuracy (task 1): 96.68% | Batch: 300
Training loss: 0.159402 | Test accuracy (task 1): 96.29% | Batch: 325
Training loss: 0.182766 | Test accuracy (task 1): 96.39% | Batch: 350
Training loss: 0.137979 | Test accuracy (task 1): 96.45% | Batch: 375
Training loss: 0.157484 | Test accuracy (task 1): 96.22% | Batch: 400
Training loss: 0.160915 | Test accuracy (task 1): 96.32% | Batch: 425
Training loss: 0.166778 | Test accuracy (task 1): 95.67% | Batch: 450
Training loss: 0.145358 | Test accuracy (task 1): 96.16% | Batch: 475
Experiment 6 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 7~~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.304852 | Test accuracy (task 1): 07.81% | Batch: 0
Training loss: 1.020836 | Test accuracy (task 1): 81.49% | Batch: 25
Training loss: 0.426352 | Test accuracy (task 1): 88.96% | Batch: 50
Training loss: 0.312517 | Test accuracy (task 1): 91.31% | Batch: 75
Training loss: 0.356313 | Test accuracy (task 1): 91.31% | Batch: 100
Training loss: 0.229542 | Test accuracy (task 1): 91.16% | Batch: 125
Training loss: 0.274375 | Test accuracy (task 1): 91.55% | Batch: 150
Training loss: 0.200290 | Test accuracy (task 1): 93.60% | Batch: 175
Training loss: 0.228290 | Test accuracy (task 1): 92.92% | Batch: 200
Training loss: 0.189226 | Test accuracy (task 1): 94.09% | Batch: 225
Training loss: 0.253985 | Test accuracy (task 1): 93.90% | Batch: 250
Training loss: 0.199774 | Test accuracy (task 1): 94.43% | Batch: 275
Training loss: 0.181741 | Test accuracy (task 1): 94.29% | Batch: 300
Training loss: 0.177774 | Test accuracy (task 1): 94.73% | Batch: 325
Training loss: 0.172043 | Test accuracy (task 1): 94.82% | Batch: 350
Training loss: 0.144380 | Test accuracy (task 1): 95.12% | Batch: 375
Training loss: 0.126473 | Test accuracy (task 1): 95.75% | Batch: 400
Training loss: 0.158639 | Test accuracy (task 1): 95.85% | Batch: 425
Training loss: 0.135619 | Test accuracy (task 1): 95.61% | Batch: 450
Training loss: 0.078561 | Test accuracy (task 1): 96.39% | Batch: 475
==================== Training on task 2 ====================
Training loss: 2.366480 | Test accuracy (task 1): 95.46% | Batch: 0
Training loss: 0.431624 | Test accuracy (task 1): 88.67% | Batch: 25
Training loss: 0.337786 | Test accuracy (task 1): 92.48% | Batch: 50
Training loss: 0.327204 | Test accuracy (task 1): 93.16% | Batch: 75
Training loss: 0.235085 | Test accuracy (task 1): 93.02% | Batch: 100
Training loss: 0.236003 | Test accuracy (task 1): 94.78% | Batch: 125
Training loss: 0.220613 | Test accuracy (task 1): 95.41% | Batch: 150
Training loss: 0.211734 | Test accuracy (task 1): 96.00% | Batch: 175
Training loss: 0.171849 | Test accuracy (task 1): 96.04% | Batch: 200
Training loss: 0.186360 | Test accuracy (task 1): 95.21% | Batch: 225
Training loss: 0.198937 | Test accuracy (task 1): 95.75% | Batch: 250
Training loss: 0.185067 | Test accuracy (task 1): 95.95% | Batch: 275
Training loss: 0.155413 | Test accuracy (task 1): 96.00% | Batch: 300
Training loss: 0.161354 | Test accuracy (task 1): 95.65% | Batch: 325
Training loss: 0.160374 | Test accuracy (task 1): 96.29% | Batch: 350
Training loss: 0.126198 | Test accuracy (task 1): 96.29% | Batch: 375
Training loss: 0.136113 | Test accuracy (task 1): 95.80% | Batch: 400
Training loss: 0.139264 | Test accuracy (task 1): 96.24% | Batch: 425
Training loss: 0.103466 | Test accuracy (task 1): 96.63% | Batch: 450
Training loss: 0.130880 | Test accuracy (task 1): 95.95% | Batch: 475
==================== Training on task 3 ====================
Training loss: 1.641347 | Test accuracy (task 1): 96.16% | Batch: 0
Training loss: 0.393441 | Test accuracy (task 1): 90.01% | Batch: 25
Training loss: 0.276109 | Test accuracy (task 1): 93.20% | Batch: 50
Training loss: 0.258860 | Test accuracy (task 1): 94.17% | Batch: 75
Training loss: 0.202188 | Test accuracy (task 1): 94.79% | Batch: 100
Training loss: 0.209181 | Test accuracy (task 1): 94.76% | Batch: 125
Training loss: 0.189438 | Test accuracy (task 1): 95.48% | Batch: 150
Training loss: 0.170224 | Test accuracy (task 1): 95.54% | Batch: 175
Training loss: 0.177426 | Test accuracy (task 1): 95.35% | Batch: 200
Training loss: 0.150434 | Test accuracy (task 1): 95.74% | Batch: 225
Training loss: 0.159944 | Test accuracy (task 1): 96.03% | Batch: 250
Training loss: 0.149591 | Test accuracy (task 1): 96.32% | Batch: 275
Training loss: 0.152250 | Test accuracy (task 1): 95.93% | Batch: 300
Training loss: 0.141438 | Test accuracy (task 1): 96.52% | Batch: 325
Training loss: 0.121970 | Test accuracy (task 1): 96.03% | Batch: 350
Training loss: 0.158836 | Test accuracy (task 1): 96.32% | Batch: 375
Training loss: 0.129685 | Test accuracy (task 1): 96.52% | Batch: 400
Training loss: 0.124913 | Test accuracy (task 1): 96.29% | Batch: 425
Training loss: 0.144060 | Test accuracy (task 1): 96.88% | Batch: 450
Training loss: 0.110655 | Test accuracy (task 1): 96.71% | Batch: 475
Experiment 7 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 8~~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.537318 | Test accuracy (task 1): 10.11% | Batch: 0
Training loss: 1.717107 | Test accuracy (task 1): 77.25% | Batch: 25
Training loss: 1.139696 | Test accuracy (task 1): 89.06% | Batch: 50
Training loss: 0.837918 | Test accuracy (task 1): 92.09% | Batch: 75
Training loss: 0.750890 | Test accuracy (task 1): 93.02% | Batch: 100
Training loss: 0.661932 | Test accuracy (task 1): 94.29% | Batch: 125
Training loss: 0.577617 | Test accuracy (task 1): 93.95% | Batch: 150
Training loss: 0.504942 | Test accuracy (task 1): 94.73% | Batch: 175
Training loss: 0.451024 | Test accuracy (task 1): 95.61% | Batch: 200
Training loss: 0.425404 | Test accuracy (task 1): 95.85% | Batch: 225
Training loss: 0.406664 | Test accuracy (task 1): 97.17% | Batch: 250
Training loss: 0.372443 | Test accuracy (task 1): 96.53% | Batch: 275
Training loss: 0.366307 | Test accuracy (task 1): 97.22% | Batch: 300
Training loss: 0.323003 | Test accuracy (task 1): 96.39% | Batch: 325
Training loss: 0.303365 | Test accuracy (task 1): 96.92% | Batch: 350
Training loss: 0.295647 | Test accuracy (task 1): 97.71% | Batch: 375
Training loss: 0.288479 | Test accuracy (task 1): 96.68% | Batch: 400
Training loss: 0.267773 | Test accuracy (task 1): 97.07% | Batch: 425
Training loss: 0.249779 | Test accuracy (task 1): 96.97% | Batch: 450
Training loss: 0.241713 | Test accuracy (task 1): 97.80% | Batch: 475
==================== Training on task 2 ====================
Training loss: 1.855287 | Test accuracy (task 1): 97.56% | Batch: 0
Training loss: 0.606932 | Test accuracy (task 1): 95.07% | Batch: 25
Training loss: 0.465721 | Test accuracy (task 1): 96.92% | Batch: 50
Training loss: 0.441912 | Test accuracy (task 1): 96.88% | Batch: 75
Training loss: 0.391827 | Test accuracy (task 1): 96.68% | Batch: 100
Training loss: 0.370972 | Test accuracy (task 1): 97.36% | Batch: 125
Training loss: 0.362629 | Test accuracy (task 1): 97.27% | Batch: 150
Training loss: 0.333940 | Test accuracy (task 1): 97.31% | Batch: 175
Training loss: 0.322879 | Test accuracy (task 1): 97.27% | Batch: 200
Training loss: 0.316266 | Test accuracy (task 1): 97.61% | Batch: 225
Training loss: 0.283226 | Test accuracy (task 1): 97.80% | Batch: 250
Training loss: 0.288167 | Test accuracy (task 1): 97.85% | Batch: 275
Training loss: 0.289098 | Test accuracy (task 1): 97.61% | Batch: 300
Training loss: 0.252566 | Test accuracy (task 1): 97.90% | Batch: 325
Training loss: 0.250724 | Test accuracy (task 1): 97.90% | Batch: 350
Training loss: 0.251221 | Test accuracy (task 1): 97.85% | Batch: 375
Training loss: 0.250166 | Test accuracy (task 1): 97.61% | Batch: 400
Training loss: 0.226674 | Test accuracy (task 1): 98.14% | Batch: 425
Training loss: 0.220954 | Test accuracy (task 1): 97.95% | Batch: 450
Training loss: 0.221032 | Test accuracy (task 1): 98.00% | Batch: 475
==================== Training on task 3 ====================
Training loss: 1.132104 | Test accuracy (task 1): 97.85% | Batch: 0
Training loss: 0.421882 | Test accuracy (task 1): 96.68% | Batch: 25
Training loss: 0.357291 | Test accuracy (task 1): 97.27% | Batch: 50
Training loss: 0.328276 | Test accuracy (task 1): 97.40% | Batch: 75
Training loss: 0.311761 | Test accuracy (task 1): 97.23% | Batch: 100
Training loss: 0.300242 | Test accuracy (task 1): 97.36% | Batch: 125
Training loss: 0.272714 | Test accuracy (task 1): 97.62% | Batch: 150
Training loss: 0.283696 | Test accuracy (task 1): 97.53% | Batch: 175
Training loss: 0.267186 | Test accuracy (task 1): 97.62% | Batch: 200
Training loss: 0.260665 | Test accuracy (task 1): 97.49% | Batch: 225
Training loss: 0.251361 | Test accuracy (task 1): 97.75% | Batch: 250
Training loss: 0.223457 | Test accuracy (task 1): 97.79% | Batch: 275
Training loss: 0.232335 | Test accuracy (task 1): 97.72% | Batch: 300
Training loss: 0.224145 | Test accuracy (task 1): 97.43% | Batch: 325
Training loss: 0.223342 | Test accuracy (task 1): 97.82% | Batch: 350
Training loss: 0.214635 | Test accuracy (task 1): 97.88% | Batch: 375
Training loss: 0.217732 | Test accuracy (task 1): 97.88% | Batch: 400
Training loss: 0.219443 | Test accuracy (task 1): 97.46% | Batch: 425
Training loss: 0.204958 | Test accuracy (task 1): 97.82% | Batch: 450
Training loss: 0.193701 | Test accuracy (task 1): 97.62% | Batch: 475
Experiment 8 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 9~~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.303939 | Test accuracy (task 1): 10.16% | Batch: 0
Training loss: 0.346584 | Test accuracy (task 1): 90.14% | Batch: 25
Training loss: 0.232592 | Test accuracy (task 1): 93.65% | Batch: 50
Training loss: 0.130924 | Test accuracy (task 1): 95.46% | Batch: 75
Training loss: 0.074567 | Test accuracy (task 1): 95.80% | Batch: 100
Training loss: 0.148918 | Test accuracy (task 1): 96.04% | Batch: 125
Training loss: 0.144595 | Test accuracy (task 1): 96.44% | Batch: 150
Training loss: 0.100621 | Test accuracy (task 1): 94.92% | Batch: 175
Training loss: 0.097547 | Test accuracy (task 1): 96.78% | Batch: 200
Training loss: 0.068173 | Test accuracy (task 1): 96.58% | Batch: 225
Training loss: 0.068454 | Test accuracy (task 1): 95.61% | Batch: 250
Training loss: 0.072701 | Test accuracy (task 1): 96.39% | Batch: 275
Training loss: 0.077453 | Test accuracy (task 1): 96.83% | Batch: 300
Training loss: 0.080545 | Test accuracy (task 1): 97.07% | Batch: 325
Training loss: 0.089422 | Test accuracy (task 1): 96.19% | Batch: 350
Training loss: 0.054983 | Test accuracy (task 1): 97.12% | Batch: 375
Training loss: 0.045549 | Test accuracy (task 1): 97.22% | Batch: 400
Training loss: 0.056535 | Test accuracy (task 1): 96.44% | Batch: 425
Training loss: 0.112385 | Test accuracy (task 1): 96.34% | Batch: 450
Training loss: 0.060709 | Test accuracy (task 1): 96.58% | Batch: 475
==================== Training on task 2 ====================
Training loss: 5.422481 | Test accuracy (task 1): 97.02% | Batch: 0
Training loss: 0.258050 | Test accuracy (task 1): 94.29% | Batch: 25
Training loss: 0.216297 | Test accuracy (task 1): 95.26% | Batch: 50
Training loss: 0.168519 | Test accuracy (task 1): 96.00% | Batch: 75
Training loss: 0.142365 | Test accuracy (task 1): 96.53% | Batch: 100
Training loss: 0.111037 | Test accuracy (task 1): 96.58% | Batch: 125
Training loss: 0.107205 | Test accuracy (task 1): 96.58% | Batch: 150
Training loss: 0.158326 | Test accuracy (task 1): 96.78% | Batch: 175
Training loss: 0.117646 | Test accuracy (task 1): 96.53% | Batch: 200
Training loss: 0.090859 | Test accuracy (task 1): 97.17% | Batch: 225
Training loss: 0.054291 | Test accuracy (task 1): 96.83% | Batch: 250
Training loss: 0.086972 | Test accuracy (task 1): 96.92% | Batch: 275
Training loss: 0.052351 | Test accuracy (task 1): 96.68% | Batch: 300
Training loss: 0.075636 | Test accuracy (task 1): 96.97% | Batch: 325
Training loss: 0.060092 | Test accuracy (task 1): 96.68% | Batch: 350
Training loss: 0.064699 | Test accuracy (task 1): 96.78% | Batch: 375
Training loss: 0.080699 | Test accuracy (task 1): 96.97% | Batch: 400
Training loss: 0.069107 | Test accuracy (task 1): 96.88% | Batch: 425
Training loss: 0.048187 | Test accuracy (task 1): 96.53% | Batch: 450
Training loss: 0.079566 | Test accuracy (task 1): 97.02% | Batch: 475
==================== Training on task 3 ====================
Training loss: 2.338341 | Test accuracy (task 1): 96.68% | Batch: 0
Training loss: 0.250104 | Test accuracy (task 1): 94.14% | Batch: 25
Training loss: 0.146405 | Test accuracy (task 1): 95.35% | Batch: 50
Training loss: 0.160081 | Test accuracy (task 1): 96.48% | Batch: 75
Training loss: 0.110356 | Test accuracy (task 1): 96.32% | Batch: 100
Training loss: 0.132077 | Test accuracy (task 1): 95.90% | Batch: 125
Training loss: 0.101118 | Test accuracy (task 1): 96.65% | Batch: 150
Training loss: 0.100225 | Test accuracy (task 1): 97.04% | Batch: 175
Training loss: 0.093999 | Test accuracy (task 1): 96.91% | Batch: 200
Training loss: 0.094233 | Test accuracy (task 1): 96.74% | Batch: 225
Training loss: 0.088542 | Test accuracy (task 1): 96.84% | Batch: 250
Training loss: 0.064201 | Test accuracy (task 1): 96.91% | Batch: 275
Training loss: 0.070466 | Test accuracy (task 1): 96.55% | Batch: 300
Training loss: 0.080175 | Test accuracy (task 1): 97.23% | Batch: 325
Training loss: 0.062854 | Test accuracy (task 1): 96.71% | Batch: 350
Training loss: 0.074405 | Test accuracy (task 1): 97.14% | Batch: 375
Training loss: 0.062667 | Test accuracy (task 1): 97.33% | Batch: 400
Training loss: 0.058656 | Test accuracy (task 1): 96.35% | Batch: 425
Training loss: 0.040035 | Test accuracy (task 1): 96.71% | Batch: 450
Training loss: 0.046471 | Test accuracy (task 1): 96.09% | Batch: 475
Experiment 9 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 10~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.523916 | Test accuracy (task 1): 11.43% | Batch: 0
Training loss: 0.397673 | Test accuracy (task 1): 93.36% | Batch: 25
Training loss: 0.284930 | Test accuracy (task 1): 93.65% | Batch: 50
Training loss: 0.324654 | Test accuracy (task 1): 94.53% | Batch: 75
Training loss: 0.256773 | Test accuracy (task 1): 93.36% | Batch: 100
Training loss: 0.245342 | Test accuracy (task 1): 94.68% | Batch: 125
Training loss: 0.268551 | Test accuracy (task 1): 94.34% | Batch: 150
Training loss: 0.259417 | Test accuracy (task 1): 94.19% | Batch: 175
Training loss: 0.254439 | Test accuracy (task 1): 94.34% | Batch: 200
Training loss: 0.183881 | Test accuracy (task 1): 95.17% | Batch: 225
Training loss: 0.231135 | Test accuracy (task 1): 93.90% | Batch: 250
Training loss: 0.238859 | Test accuracy (task 1): 94.78% | Batch: 275
Training loss: 0.215787 | Test accuracy (task 1): 95.36% | Batch: 300
Training loss: 0.197004 | Test accuracy (task 1): 95.41% | Batch: 325
Training loss: 0.163215 | Test accuracy (task 1): 95.46% | Batch: 350
Training loss: 0.220610 | Test accuracy (task 1): 95.07% | Batch: 375
Training loss: 0.204403 | Test accuracy (task 1): 94.78% | Batch: 400
Training loss: 0.219004 | Test accuracy (task 1): 94.87% | Batch: 425
Training loss: 0.194865 | Test accuracy (task 1): 96.19% | Batch: 450
Training loss: 0.205005 | Test accuracy (task 1): 94.24% | Batch: 475
==================== Training on task 2 ====================
Training loss: 2.622271 | Test accuracy (task 1): 95.41% | Batch: 0
